,course_name,course_link,university_name,course_type,university_logo,time_required,course_language,course_subtitles,course_skills,course_rating,category,sub_category,course_level
2791,IoT (Internet of Things) Wireless & Cloud Computing Emerging Technologies,https://www.coursera.org/learn/iot-wireless-cloud-computing,Yonsei University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/79/ef4a80c5a111e5a5ce35080560fd45/coursera_logo.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 13 hours to complete,English,"Subtitles: English, Korean, Spanish",[],4.7stars,Information Technology,Cloud Computing,Beginner Level
2792,Israel State and Society ,https://www.coursera.org/learn/israel,Hebrew University of Jerusalem,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/31/f810502d5c11e59e67c7d2133f9a99/11113868_1646200448933517_386999274417346294_n.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 22 hours to complete,English,"Subtitles: Arabic, French, Portuguese (Brazilian), Russian, English, Hebrew, Spanish",[],not-mentioned,Social Sciences,Governance and Society,Beginner Level
2793,Jacobi modular forms: 30 ans après,https://www.coursera.org/learn/modular-forms-jacobi,National Research University Higher School of Economics,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/ef/731264341a445a36c4b42dbdb7ab7b/hse_color_kvadrat_white_e.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 30 hours to complete,English,Subtitles: English,[],4.8stars,Math and Logic,Math and Logic,Advanced Level
2794,Japanese for beginners 1,https://www.coursera.org/learn/japanese-1,Saint Petersburg State University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/f7/9cff8f7e909ad6d37a2f94eb5cfd4f/CoA_Medium_color.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 20 hours to complete,English,Subtitles: English,"['Basic grammar of Japanese', 'Japanese for everyday communication', 'Basic rules of Japanese communication etiquette', 'Skill of writing Japanese letters and characters', 'Basics of the Japanese pronunciation']",not-mentioned,Language Learning,Other Languages,Beginner Level
2795,Japanese for beginners 2,https://www.coursera.org/learn/japanese-2,Saint Petersburg State University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/f7/9cff8f7e909ad6d37a2f94eb5cfd4f/CoA_Medium_color.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 20 hours to complete,English,Subtitles: English,"['Basics of the Japanese communication etiquette', 'Japanese writing', 'Basics of the Japanese grammar', 'Japanese for everyday communication']",not-mentioned,Language Learning,Other Languages,Beginner Level
2796,Java Arrays and Loops,https://www.coursera.org/learn/java-arrays-and-loops,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,2 hours,English,English,"['Java Exception Handling', 'Java For Loops', 'Java Arrays', 'Java File Processing', 'Java While Loops']",not-mentioned,Computer Science,Software Development,Subtitles: English
2797,Java Built in Data Structures,https://www.coursera.org/learn/java-built-in-data-structures,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,not-mentioned,not-mentioned,not-mentioned,"['Java Object-Oriented Programming', 'Java Collections Framework', 'Java LinkedList', 'Java Data Structures', 'Java HashMap']",not-mentioned,Computer Science,Software Development,mixed/not-mentioned
2798,Java Classes and Objects,https://www.coursera.org/learn/java-classes-and-objects,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,not-mentioned,not-mentioned,not-mentioned,"['Class Design', 'Encapsulation', 'Object-Oriented Programming (OOP)', 'Java', 'Information Hiding']",4.7stars,Computer Science,Software Development,mixed/not-mentioned
2799,Java Decision Programming ,https://www.coursera.org/learn/java-decison-programming,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,not-mentioned,not-mentioned,not-mentioned,"['Switch', 'Decision Logic', 'If Else', 'Java Programming', 'Visual Studio Code']",4.8stars,Computer Science,Software Development,mixed/not-mentioned
2800,"Java Inheritance, Composition and Aggregation",https://www.coursera.org/learn/java-inheritance-composition-and-aggregation,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,not-mentioned,not-mentioned,not-mentioned,"['Java Aggregation', 'Java Composition', 'Java Programming', 'Object-Oriented Programming (OOP)', 'Java Inheritance']",not-mentioned,Computer Science,Software Development,mixed/not-mentioned
2801,Java Primitive Types to Calculate Expenses ,https://www.coursera.org/learn/java-primitive-types-to-calculate-expenses,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,not-mentioned,not-mentioned,not-mentioned,"['Data Type', 'Algorithms', 'Object-Oriented Programming (OOP)', 'Java', 'Computer Programming']",4.4stars,Computer Science,Software Development,mixed/not-mentioned
2802,"Java Programming: Arrays, Lists, and Structured Data",https://www.coursera.org/learn/java-programming-arrays-lists-data,Duke University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/6d/3cb3e06c357d40ef60000fb3d12d72/dukesquare_blue.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 14 hours to complete,English,"Subtitles: English, Korean","['Data Structure', 'Cryptography', 'Hash Table', 'Java Programming']",4.7stars,Computer Science,Software Development,Beginner Level
2803,Java Programming: Build a Recommendation System,https://www.coursera.org/learn/java-programming-recommender,Duke University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/6d/3cb3e06c357d40ef60000fb3d12d72/dukesquare_blue.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 5 hours to complete,English,Subtitles: English,"['Data Structure', 'Interfaces', 'Software Design', 'Java Programming']",not-mentioned,Computer Science,Software Development,Intermediate Level
2804,Java Programming: Principles of Software Design,https://www.coursera.org/learn/java-programming-design-principles,Duke University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/6d/3cb3e06c357d40ef60000fb3d12d72/dukesquare_blue.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 13 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Korean, Russian, English, Spanish","['Programming Principles', 'Interfaces', 'Software Design', 'Java Programming']",not-mentioned,Computer Science,Software Development,Beginner Level
2805,Java Programming: Solving Problems with Software,https://www.coursera.org/learn/java-programming,Duke University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/6d/3cb3e06c357d40ef60000fb3d12d72/dukesquare_blue.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 17 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Korean, Russian, English, Spanish","['Algorithms', 'Problem Solving', 'String (Computer Science)', 'Java Programming']",4.6stars,Computer Science,Software Development,Beginner Level
2806,Java Spring Boot Application Software Testing,https://www.coursera.org/learn/java-spring-boot-application-software-testing,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,2 hours,English,English,"['Junit Testing', 'Spring MockMvc', 'Software Testing', 'Spring Boot Testing', 'Integration Testing (I&T)']",not-mentioned,Computer Science,Software Development,"Subtitles: French, Portuguese (Brazilian), Korean, Russian, English, Spanish"
2807,Java for Android,https://www.coursera.org/learn/java-for-android,Vanderbilt University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/8f/64ec0b2f7b95b23b7e5f0537131e9c/Vanderbilt-Coursera-360x360.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 39 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Logic Programming', 'Android Studio', 'Java Programming', 'Object-Oriented Programming (OOP)']",4.5stars,Computer Science,Mobile and Web Development,Beginner Level
2808,JavaScript Arithmetic Operators,https://www.coursera.org/learn/javascript-arithmetic-operators,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,2 hours,English,English,"['Arithmetic', 'Order of Precedence', 'JavaScript Math', 'Modulo Operation', 'Increment and Decrement']",not-mentioned,Computer Science,Mobile and Web Development,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish"
2809,JavaScript Decision Programming with If-Else,https://www.coursera.org/learn/javascript-decision-programming-if-else,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,not-mentioned,not-mentioned,not-mentioned,"['Decision Programming', 'If-Else', 'Else-If', 'Logic in Programming', 'JavaScript']",not-mentioned,Computer Science,Mobile and Web Development,mixed/not-mentioned
2810,JavaScript Decision Programming with Nested If,https://www.coursera.org/learn/javascript-decision-programming-nested-if,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,not-mentioned,not-mentioned,not-mentioned,"['logic', 'JavaScript', 'Nested If', 'Web Development']",not-mentioned,Computer Science,Mobile and Web Development,mixed/not-mentioned
2811,JavaScript Decision Programming with Switch,https://www.coursera.org/learn/javascript-decision-programming-switch,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,not-mentioned,not-mentioned,not-mentioned,"['Decision Programming', 'Web Programming', 'If-Else', 'JavaScript Switch', 'JavaScript']",not-mentioned,Computer Science,Mobile and Web Development,mixed/not-mentioned
2812,JavaScript For Loop,https://www.coursera.org/learn/javascript-for-loop,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,not-mentioned,not-mentioned,not-mentioned,"['javascript syntax', 'Problem Solving', 'For Loop', 'Repetition Programming']",not-mentioned,Computer Science,Mobile and Web Development,mixed/not-mentioned
2813,JavaScript Numbers: Properties and Methods,https://www.coursera.org/learn/javascript-numbers-properties-methods,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,not-mentioned,not-mentioned,not-mentioned,"['isNaN()', 'Number()', 'Javascript Methods', 'toString()', 'JavaScript']",not-mentioned,Computer Science,Mobile and Web Development,mixed/not-mentioned
2814,JavaScript Strings: Properties and Methods,https://www.coursera.org/learn/javascript-strings-properties-methods,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,not-mentioned,not-mentioned,not-mentioned,"['String properties', 'String methods', 'Notepad++', 'javascript syntax', 'Format Strings']",not-mentioned,Computer Science,Mobile and Web Development,mixed/not-mentioned
2815,JavaScript Variables and Assignment Operators,https://www.coursera.org/learn/javascript-variables-assignment-operators,Coursera Project Network,GUIDED PROJECT,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/2f/fa317273e848a280b035538e800cd7/2X-description-page-logo-250-x-50.png?auto=format%2Ccompress&dpr=1&h=70,not-mentioned,not-mentioned,not-mentioned,"['Data Type', 'JavaScript', 'Variables', 'Assignment Operators']",4.8stars,Computer Science,Mobile and Web Development,mixed/not-mentioned
2816,"JavaScript, jQuery, and JSON",https://www.coursera.org/learn/javascript-jquery-json,University of Michigan,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/70/de505d47be7d3a063b51b6f856a6e2/New-Block-M-Stacked-Blue-295C_600x600.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 26 hours to complete,English,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Hypertext Preprocessor (PHP)', 'Jquery', 'JavaScript']",4.6stars,Computer Science,Mobile and Web Development,Intermediate Level
2817,"JavaScript, часть 1: основы и функции",https://www.coursera.org/learn/javascript-osnovy-i-funktsii,Moscow Institute of Physics and Technology,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/48/291dfd1736174fa3dc51726f58884c/logo_square400x400eng_notext_inv.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 37 hours to complete,Russian,Subtitles: Russian,[],4.4stars,Computer Science,Mobile and Web Development,Intermediate Level
2818,"JavaScript, часть 2: прототипы и асинхронность",https://www.coursera.org/learn/javascript-prototipy,Moscow Institute of Physics and Technology,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/48/291dfd1736174fa3dc51726f58884c/logo_square400x400eng_notext_inv.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 16 hours to complete,Russian,Subtitles: Russian,[],not-mentioned,Computer Science,Mobile and Web Development,Intermediate Level
2819,Java程序设计,https://www.coursera.org/learn/java-chengxu-sheji,Peking University,COURSE,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/38/d88a069e4cce7bfd0acb86c4c7d6bc/.png?auto=format%2Ccompress&dpr=2&w=120&h=120&blur=200&px=8,Approx. 30 hours to complete,Chinese (Simplified),Subtitles: Chinese (Simplified),[],4.7stars,Computer Science,Software Development,Intermediate Level
